accountid,doc_number,po_number,id,actual_trans_ts,ea_abbrev,qty,item_code,description,containerid,Day,actual_weight,ea_width,ea_height,ea_depth,var0,cntrl,service_class_id
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-163,19,60.8,0,0,0,CMAU4055069,C000001091441,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,52.06,0,0,0,CMAU4055069,C000001091448,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,60.8,0,0,0,CMAU4055069,C000001091429,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,66.71,0,0,0,CMAU4055069,C000001091435,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,66.71,0,0,0,CMAU4055069,C000001091447,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,54.24,0,0,0,CMAU4055069,C000001091440,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,62.99,0,0,0,CMAU4055069,C000001091432,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,60.8,0,0,0,CMAU4055069,C000001091443,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,59.06,0,0,0,CMAU4055069,C000001091445,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,61.24,0,0,0,CMAU4055069,C000001091438,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,65.62,0,0,0,CMAU4055069,C000001091437,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,62.99,0,0,0,CMAU4055069,C000001091442,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,50.31,0,0,0,CMAU4055069,C000001091431,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,62.34,0,0,0,CMAU4055069,C000001091430,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,66.71,0,0,0,CMAU4055069,C000001091446,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,62.34,0,0,0,CMAU4055069,C000001091433,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-161,19,63.43,0,0,0,CMAU4055069,C000001091444,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,61.9,0,0,0,CMAU4055069,C000001091434,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-162,19,62.99,0,0,0,CMAU4055069,C000001091439,1
100,CMAU4055069,,817937,19-Jun-19,ROLL,1,13625-202,MONTAGE DARK GREY,100-163,19,69.55,0,0,0,CMAU4055069,C000001091436,1
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499021,5,60,60,24,72,JBHU312497,C000001086535,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499003,5,75,60,24,72,JBHU312497,C000001086517,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499019,5,60,60,24,72,JBHU312497,C000001086533,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499017,5,60,60,24,72,JBHU312497,C000001086531,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499025,5,70,60,24,72,JBHU312497,C000001086539,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499027,5,60,60,24,72,JBHU312497,C000001086541,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499029,5,60,60,24,72,JBHU312497,C000001086543,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499050,5,70,60,24,72,JBHU312497,C000001086564,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499070,5,60,60,24,72,JBHU312497,C000001086584,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499080,5,60,60,24,72,JBHU312497,C000001086594,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499082,5,60,60,24,72,JBHU312497,C000001086596,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499084,5,60,60,24,72,JBHU312497,C000001086598,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499071,5,60,60,24,72,JBHU312497,C000001086585,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499076,5,60,60,24,72,JBHU312497,C000001086590,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8LH860072,SPECTROPILE*LX H86 CINDER,392493025,5,60,60,24,72,JBHU312497,C000001086510,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8LH860072,SPECTROPILE*LX H86 CINDER,392493023,5,68,60,24,72,JBHU312497,C000001086509,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8LH860072,SPECTROPILE*LX H86 CINDER,392493028,5,60,60,24,72,JBHU312497,C000001086511,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499016,5,72,60,24,72,JBHU312497,C000001086530,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499010,5,60,60,24,72,JBHU312497,C000001086524,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499008,5,60,60,24,72,JBHU312497,C000001086522,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499006,5,60,60,24,72,JBHU312497,C000001086520,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499004,5,75,60,24,72,JBHU312497,C000001086518,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934043,5,60,60,24,72,JBHU312497,C000001086506,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220026,5,50,50,18,54,JBHU312497,C000001086485,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220039,5,50,50,18,54,JBHU312497,C000001086493,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B5AX32G072,SUPREME 32-CARPET PAD,385864006,5,15,15,18,72,JBHU312497,C000001086476,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C019040054P,"TRUNKLINER ECO PET BLACK 54""",390221057,5,50,50,18,54,JBHU312497,C000001086483,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220038,5,50,50,18,54,JBHU312497,C000001086492,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782006,5,50,50,18,72,JBHU312497,C000001086458,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782008,5,50,50,18,72,JBHU312497,C000001086460,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782016,5,50,50,18,72,JBHU312497,C000001086468,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499033,5,60,60,24,72,JBHU312497,C000001086547,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499002,5,80,60,24,72,JBHU312497,C000001086516,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934042,5,60,60,24,72,JBHU312497,C000001086505,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220029,5,50,50,18,54,JBHU312497,C000001086487,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220037,5,50,50,18,54,JBHU312497,C000001086491,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782005,5,50,50,18,72,JBHU312497,C000001086457,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499062,5,70,60,24,72,JBHU312497,C000001086576,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499069,5,60,60,24,72,JBHU312497,C000001086583,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499052,5,60,60,24,72,JBHU312497,C000001086566,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499018,5,60,60,24,72,JBHU312497,C000001086532,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L8N90072,"SPECTROPILE*LX 8N9 MOCHA 72""",388920016,5,72,60,24,72,JBHU312497,C000001086499,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B50TTT0036,"CARPET CUSHION 24 36""",385863024,5,30,30,20,36,JBHU312497,C000001086472,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782001,5,50,50,18,72,JBHU312497,C000001086453,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,SB909380080,MULTIPILE UNLATEX-AM12 BLACK,393025021,5,50,50,22,80,JBHU312497,C000001086514,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499012,5,60,60,24,72,JBHU312497,C000001086526,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8LH860072,SPECTROPILE*LX H86 CINDER,392493031,5,60,60,24,72,JBHU312497,C000001086512,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8LH860072,SPECTROPILE*LX H86 CINDER,392493032,5,60,60,24,72,JBHU312497,C000001086513,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220041,5,50,50,18,54,JBHU312497,C000001086495,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C019040054P,"TRUNKLINER ECO PET BLACK 54""",390221047,5,50,50,18,54,JBHU312497,C000001086480,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220040,5,50,50,18,54,JBHU312497,C000001086494,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220042,5,50,50,18,54,JBHU312497,C000001086496,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220030,5,50,50,18,54,JBHU312497,C000001086488,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C019040054P,"TRUNKLINER ECO PET BLACK 54""",390221050,5,50,50,18,54,JBHU312497,C000001086481,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220027,5,50,50,18,54,JBHU312497,C000001086486,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C019040054P,"TRUNKLINER ECO PET BLACK 54""",390221059,5,50,50,18,54,JBHU312497,C000001086484,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220036,5,50,50,18,54,JBHU312497,C000001086490,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C019040054P,"TRUNKLINER ECO PET BLACK 54""",390221056,5,50,50,18,54,JBHU312497,C000001086482,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4C01A210054P,TRUNKLINER A21 CHARCOAL PET,390220035,5,50,50,18,54,JBHU312497,C000001086489,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782009,5,50,50,18,72,JBHU312497,C000001086461,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782002,5,50,50,18,72,JBHU312497,C000001086454,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782014,5,50,50,18,72,JBHU312497,C000001086466,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782004,5,50,50,18,72,JBHU312497,C000001086456,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782015,5,50,50,18,72,JBHU312497,C000001086467,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782013,5,50,50,18,72,JBHU312497,C000001086465,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L8N90072,"SPECTROPILE*LX 8N9 MOCHA 72""",388920012,5,50,60,24,72,JBHU312497,C000001086498,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B50TTT0036,"CARPET CUSHION 24 36""",385863029,5,30,30,20,36,JBHU312497,C000001086474,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B50TTT0036,"CARPET CUSHION 24 36""",385863022,5,30,30,20,36,JBHU312497,C000001086471,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782012,5,50,50,18,72,JBHU312497,C000001086464,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782011,5,50,50,18,72,JBHU312497,C000001086463,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9310072,"SPECTROPILE*LX 931 ASH GREY 72""",388925003,5,60,60,24,72,JBHU312497,C000001086500,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782003,5,50,50,18,72,JBHU312497,C000001086455,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B5AX32G072,SUPREME 32-CARPET PAD,385864014,5,15,15,18,72,JBHU312497,C000001086477,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B5AX32G072,SUPREME 32-CARPET PAD,385864015,5,15,15,18,72,JBHU312497,C000001086478,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782018,5,50,50,18,72,JBHU312497,C000001086470,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499063,5,60,60,24,72,JBHU312497,C000001086577,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499085,5,72,60,24,72,JBHU312497,C000001086599,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499077,5,60,60,24,72,JBHU312497,C000001086591,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499065,5,65,60,24,72,JBHU312497,C000001086579,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499061,5,70,60,24,72,JBHU312497,C000001086575,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499081,5,60,60,24,72,JBHU312497,C000001086595,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499079,5,60,60,24,72,JBHU312497,C000001086593,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499073,5,68,60,24,72,JBHU312497,C000001086587,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499088,5,60,60,24,72,JBHU312497,C000001086602,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499066,5,65,60,24,72,JBHU312497,C000001086580,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499044,5,60,60,24,72,JBHU312497,C000001086558,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499040,5,60,60,24,72,JBHU312497,C000001086554,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499038,5,72,60,24,72,JBHU312497,C000001086552,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499064,5,60,60,24,72,JBHU312497,C000001086578,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499060,5,60,60,24,72,JBHU312497,C000001086574,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499034,5,60,60,24,72,JBHU312497,C000001086548,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499074,5,38,60,24,72,JBHU312497,C000001086588,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B50TTT0036,"CARPET CUSHION 24 36""",385863030,5,30,30,20,36,JBHU312497,C000001086475,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934013,5,54,60,24,72,JBHU312497,C000001086502,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B5AX32G072,SUPREME 32-CARPET PAD,385864017,5,15,15,18,72,JBHU312497,C000001086479,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499024,5,60,60,24,72,JBHU312497,C000001086538,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L8610072,SPECTROPILE*LX 861 CHOCOLATE,342073034,5,60,60,24,72,JBHU312497,C000001086497,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782007,5,50,50,18,72,JBHU312497,C000001086459,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934014,5,54,60,24,72,JBHU312497,C000001086503,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499086,5,72,60,24,72,JBHU312497,C000001086600,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934045,5,60,60,24,72,JBHU312497,C000001086508,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782010,5,50,50,18,72,JBHU312497,C000001086462,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,4B50TTT0036,"CARPET CUSHION 24 36""",385863028,5,30,30,20,36,JBHU312497,C000001086473,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CA469040072P,"SRO ECO PET BLACK 72""",393782017,5,50,50,18,72,JBHU312497,C000001086469,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934044,5,60,60,24,72,JBHU312497,C000001086507,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9310072,"SPECTROPILE*LX 931 ASH GREY 72""",388925013,5,60,60,24,72,JBHU312497,C000001086501,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9330072,"SPECTROPILE*LX 933 CHARCOAL 72""",388934038,5,75,60,24,72,JBHU312497,C000001086504,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499020,5,60,60,24,72,JBHU312497,C000001086534,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499007,5,60,60,24,72,JBHU312497,C000001086521,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499026,5,70,60,24,72,JBHU312497,C000001086540,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499001,5,80,60,24,72,JBHU312497,C000001086515,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499075,5,60,60,24,72,JBHU312497,C000001086589,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499067,5,60,60,24,72,JBHU312497,C000001086581,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499022,5,60,60,24,72,JBHU312497,C000001086536,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499030,5,60,60,24,72,JBHU312497,C000001086544,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499028,5,60,60,24,72,JBHU312497,C000001086542,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499011,5,60,60,24,72,JBHU312497,C000001086525,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499013,5,60,60,24,72,JBHU312497,C000001086527,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499009,5,60,60,24,72,JBHU312497,C000001086523,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499005,5,60,60,24,72,JBHU312497,C000001086519,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499032,5,60,60,24,72,JBHU312497,C000001086546,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499023,5,60,60,24,72,JBHU312497,C000001086537,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499015,5,72,60,24,72,JBHU312497,C000001086529,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499036,5,60,60,24,72,JBHU312497,C000001086550,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499042,5,60,60,24,72,JBHU312497,C000001086556,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499031,5,60,60,24,72,JBHU312497,C000001086545,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499056,5,60,60,24,72,JBHU312497,C000001086570,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499014,5,60,60,24,72,JBHU312497,C000001086528,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499046,5,60,60,24,72,JBHU312497,C000001086560,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499048,5,60,60,24,72,JBHU312497,C000001086562,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499072,5,60,60,24,72,JBHU312497,C000001086586,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499041,5,60,60,24,72,JBHU312497,C000001086555,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499049,5,70,60,24,72,JBHU312497,C000001086563,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499039,5,60,60,24,72,JBHU312497,C000001086553,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499037,5,58,60,24,72,JBHU312497,C000001086551,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499058,5,60,60,24,72,JBHU312497,C000001086572,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499054,5,60,60,24,72,JBHU312497,C000001086568,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499043,5,60,60,24,72,JBHU312497,C000001086557,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499053,5,60,60,24,72,JBHU312497,C000001086567,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499068,5,60,60,24,72,JBHU312497,C000001086582,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499059,5,60,60,24,72,JBHU312497,C000001086573,11
104,JBHU312497,,814019,05-Jun-19,ROLL,1,CB8L9380072,"SPECTROPILE*LX 938 BLACK 72""",392499078,5,60,60,24,72,JBHU312497,C000001086592,11
